cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,int_flux_err_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,gal_contam,mp_flg,j_h,h_k,j_k,GroupID,GroupSize,Separation
ACT-CLJ0219.9+0246,100.0,76.0,4.800000000000001,3.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.002461563684940181,99.99999886250636,75.9999996923148,2.999998611799459,0.13919801817786137,3.4608647116043874,4.411067051425718,99.2571684920959,76.38695629784186,3.5608699818615763,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,99.0,76.0,4.0,4.0,5.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.0026422556553073297,98.99999917732438,75.99999931350195,2.9999886614208533,0.14941490775957797,3.4611455603745886,4.385132437564936,99.2319672480861,76.38114444326625,3.5716157900303407,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,99.0,76.0,4.0,4.0,6.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.0026422556553073297,98.99999917732438,75.99999931350195,2.9999886614208533,0.14941490775957797,3.4611455603745886,4.385132437564936,99.2319672480861,76.38114444326625,3.5716157900303407,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,99.0,76.0,4.0,4.0,7.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.0026422556553073297,98.99999917732438,75.99999931350195,2.9999886614208533,0.14941490775957797,3.4611455603745886,4.385132437564936,99.2319672480861,76.38114444326625,3.5716157900303407,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,100.0,76.0,5.0,5.0,6.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.002461563684940181,99.99999886250636,75.9999996923148,2.999998611799459,0.13919801817786137,3.4608647116043874,4.411067051425718,99.2571684920959,76.38695629784186,3.5608699818615763,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,5.0,5.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.002461563684940181,99.99999886250636,75.9999996923148,2.999998611799459,0.13919801817786137,3.4608647116043874,4.411067051425718,99.2571684920959,76.38695629784186,3.5608699818615763,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,6.0,6.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.002461563684940181,99.99999886250636,75.9999996923148,2.999998611799459,0.13919801817786137,3.4608647116043874,4.411067051425718,99.2571684920959,76.38695629784186,3.5608699818615763,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0229.6-0336,113.0,137.0,3.0,3.0,4.0,37.43711638909163,-3.6238235246321993,5.33383152212123E-4,0.0022729959308730816,113.00000000172257,136.9999999675484,3.000000726827991,0.12853495400711223,3.942398546088576,4.882215594319327,114.11885921115076,138.333746301948,5.805195823429942,7.223400592803955,0.0,2.5368487695232034E-4,1020871.625,56,ACT-CLJ0229.6-0336,2.754051131534E-4,1.15485705124274,-0.0985951672670794,0.0152415790275872,2905.983526190038,0.0138177705299789,1.0670816907166936,20.0,57,113.199494,120.597684,37.40983963,-3.609935045,37.43696,-3.62594,0.23,0.23,5,02294487-0337333,16.864,0.14,0.14,8.0,16.456,0.212,0.212,5.7,15.247,0.166,0.166,7.2,BCC,222,111,000,060606,0,0,0.408,1.209,1.617,,,7.640000514578501
ACT-CLJ0232.7+0214,149.0,45.0,4.0,4.0,5.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005430242382672505,148.99999962714648,45.00000239998466,2.9999119484683243,0.3070549471465784,3.7954023516835425,4.9639990514986865,149.58524468575823,45.489158547937585,3.795163819137113,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0232.7+0214,149.0,45.0,4.0,4.0,6.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005430242382672505,148.99999962714648,45.00000239998466,2.9999119484683243,0.3070549471465784,3.7954023516835425,4.9639990514986865,149.58524468575823,45.489158547937585,3.795163819137113,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0232.7+0214,149.0,45.0,4.0,4.0,7.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005430242382672505,148.99999962714648,45.00000239998466,2.9999119484683243,0.3070549471465784,3.7954023516835425,4.9639990514986865,149.58524468575823,45.489158547937585,3.795163819137113,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0233.2+0211,131.0,85.0,6.4,4.0,7.0,38.31952628907916,2.1561271228348646,8.048489655085542E-4,0.001001504591327391,131.0000000007556,85.00000000036526,2.999999991070399,0.0566337500625659,3.723075363928248,1.9303123287410042,129.39197960554097,83.27487411233578,6.010146574690273,1.1867029666900635,0.0,3.707315481733531E-4,501567.78125,62,ACT-CLJ0233.2+0211,2.107550476646E-4,1.0103980807609414,0.1733468932646729,0.0028577960676726,2957.700668729266,0.0078784683144879,1.0499158943197668,20.0,63,167.893623,155.923827,38.30229187,2.198904991,38.321331,2.156325,0.06,0.06,0,02331711+0209227,14.734,0.037,0.039,58.7,14.422,0.031,0.032,38.5,14.32,0.056,0.057,20.1,AAA,222,111,000,666626,0,0,0.312,0.102,0.414,,,6.5313230761707475
ACT-CLJ0235.5-0005,222.0,264.0,6.4,4.0,7.0,38.84464976954617,-0.04365783222524342,0.0011474419763873491,0.0011581583239603788,221.99999999059946,263.99999999000283,3.0000000550207915,0.06549231268275281,2.0,2.444440087393223,221.4478222796408,264.96515342847937,5.83756806775284,3.057645797729492,0.0,2.96120997518301E-4,726607.5,70,ACT-CLJ0235.5-0005,9.549201060320705E-5,1.009136573895843,-0.0802240267054458,9.525986892242E-4,2850.414207222857,-0.0611739132822393,1.0875525086100153,20.0,71,233.804945,-32.449514,38.87798309,-0.1003244892,38.843136,-0.045519,0.12,0.06,0,02352235-0002438,13.462,0.026,0.028,165.1,13.029,0.02,0.022,109.0,12.908,0.029,0.03,58.0,AAA,222,111,000,666666,0,0,0.433,0.121,0.554,12,2,8.63658107609468
ACT-CLJ0235.5-0005,222.0,264.0,6.0,6.0,7.0,38.84464976954617,-0.04365783222524342,0.0011474419763873491,0.0011581583239603788,221.99999999059946,263.99999999000283,3.0000000550207915,0.06549231268275281,2.0,2.444440087393223,221.4478222796408,264.96515342847937,5.83756806775284,3.057645797729492,0.0,2.96120997518301E-4,726607.5,70,ACT-CLJ0235.5-0005,9.549201060320705E-5,1.009136573895843,-0.0802240267054458,9.525986892242E-4,2850.414207222857,-0.0611739132822393,1.0875525086100153,20.0,71,233.804945,-32.449514,38.87798309,-0.1003244892,38.843136,-0.045519,0.12,0.06,0,02352235-0002438,13.462,0.026,0.028,165.1,13.029,0.02,0.022,109.0,12.908,0.029,0.03,58.0,AAA,222,111,000,666666,0,0,0.433,0.121,0.554,12,2,8.63658107609468
ACT-CLJ0236.7-0228,157.0,49.0,3.2,2.0,4.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,3.2,2.0,5.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,3.2,2.0,6.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,3.2,2.0,7.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,3.0,3.0,4.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,48.0,4.800000000000001,3.0,5.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,4.800000000000001,3.0,6.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,4.800000000000001,3.0,7.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,49.0,4.0,4.0,5.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,4.0,4.0,6.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,4.0,4.0,7.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020086604057954994,156.99999972193555,48.999999452595915,2.999998533258535,0.11358695887071923,2.8416703319809145,6.8798316566426605,156.76135791768164,48.62807883118164,2.730680437301441,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,48.0,5.0,5.0,6.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,5.0,5.0,7.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,6.0,6.0,7.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020720944340975305,156.9999998866756,48.00000003470876,3.00000010636874,0.11717418803980523,2.841852856050103,6.899155123252568,156.7757283624444,48.62529990850513,2.7263140237183983,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0239.3-0332,227.0,73.0,5.120000000000001,2.0,6.0,39.8030933982585,-3.586640117865008,0.001068615197002407,0.0013042682927812137,226.99999999371713,72.99999989236287,3.000000632049038,0.07375466544210853,2.700455785640575,2.1289593632126285,227.19472177293363,77.39945850404543,11.66042196945379,3.9299707412719727,0.0,2.2254721261560917E-4,1483721.625,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,4.758063458981695
ACT-CLJ0239.3-0332,227.0,73.0,5.120000000000001,2.0,7.0,39.8030933982585,-3.586640117865008,0.001068615197002407,0.0013042682927812137,226.99999999371713,72.99999989236287,3.000000632049038,0.07375466544210853,2.700455785640575,2.1289593632126285,227.19472177293363,77.39945850404543,11.66042196945379,3.9299707412719727,0.0,2.2254721261560917E-4,1483721.625,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,4.758063458981695
ACT-CLJ0239.3-0332,227.0,72.0,4.800000000000001,3.0,5.0,39.80309337657102,-3.5871956729048526,0.0010764606757948235,0.0013756856413673884,227.0000000301654,71.99999986265986,3.0000005878985547,0.07779322077190992,2.7004256048264668,2.124825068920517,227.17240032696407,77.42632961106962,11.675658486070727,4.131227970123291,0.0,2.269315009471029E-4,1552965.25,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,4.6553338953572005
ACT-CLJ0239.3-0332,227.0,72.0,4.800000000000001,3.0,6.0,39.80309337657102,-3.5871956729048526,0.0010764606757948235,0.0013756856413673884,227.0000000301654,71.99999986265986,3.0000005878985547,0.07779322077190992,2.7004256048264668,2.124825068920517,227.17240032696407,77.42632961106962,11.675658486070727,4.131227970123291,0.0,2.269315009471029E-4,1552965.25,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,4.6553338953572005
ACT-CLJ0239.3-0332,227.0,72.0,4.800000000000001,3.0,7.0,39.80309337657102,-3.5871956729048526,0.0010764606757948235,0.0013756856413673884,227.0000000301654,71.99999986265986,3.0000005878985547,0.07779322077190992,2.7004256048264668,2.124825068920517,227.17240032696407,77.42632961106962,11.675658486070727,4.131227970123291,0.0,2.269315009471029E-4,1552965.25,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,4.6553338953572005
ACT-CLJ0239.3-0332,227.0,74.0,6.4,4.0,7.0,39.80309341994595,-3.5860845628158566,0.0010608003237130305,0.001208713395769545,226.99999999246458,73.9999999716233,3.000000125726783,0.06835113796905859,2.7005924956016325,2.1250637465928377,227.17119555695177,77.4213196113667,11.682324419384072,3.5311009883880615,0.0,2.2035493748262525E-4,1448638.75,75,ACT-CLJ0239.3-0332,8.444111651736616E-5,1.0114228126007714,-0.0428740086850997,0.0028577960676726,3059.885038489048,-0.0310338548591566,1.0098771105626625,20.0,76,224.149267,-143.097005,39.83927536,-3.537196398,39.801815,-3.586985,0.11,0.08,1,02391243-0335131,14.698,0.031,0.033,52.9,14.144,0.036,0.037,40.4,13.894,0.05,0.051,26.8,AAA,222,111,000,666666,0,0,0.554,0.25,0.804,14,9,5.621938051751147
